15,30,972.84,2102,1.33
117,30,1043,2047.4,1.33
184,30,1074.6,2001.2,1.33
226,30,1106.6,1919.1,1.33
292,30,1116.3,1910,1.33
302,30,1094,1889.7,1.33
325,30,1063.3,1916.5,1.33
355,30,938.44,2006,1.33
471,30,921.74,1982.8,1.33
493,30,739.72,2115,1.33
662,30,654.77,2017.2,1.33
759,30,581.96,2069.6,1.33
827,30,647.69,2159.1,1.33
910,30,536.47,2223.2,1.33
1007,30,523.66,2225.1,1.33
1016,30,516.03,2221.8,1.33
1023,30,500.85,2200.8,1.33
1042,30,516.03,2221.8,1.33
1062,30,523.66,2225.1,1.33
1068,30,536.47,2223.2,1.33
1078,30,647.69,2159.1,1.33
1174,30,673.48,2195.2,1.33
1207,30,756.55,2138.6,1.33
1284,30,938.44,2006,1.33
1452,30,1063.3,1916.5,1.33
1568,30,1094,1889.7,1.33
1598,30,1116.3,1910,1.33
1621,30,1106.6,1919.1,1.33
1631,30,1074.6,2001.2,1.33
1697,30,1043,2047.4,1.33
1739,30,972.84,2102,1.33
1806,30,814.96,2201.3,1.33
1946,30,719.67,2263.6,1.33
2032,30,699.66,2229.9,1.33
2062,30,673.48,2195.2,1.33
2094,30,756.55,2138.6,1.33
2170,30,739.72,2115,1.33
2191,30,654.77,2017.2,1.33
2289,30,782.11,1924.4,1.33
2407,30,736.54,1860.2,1.33
2467,30,607.84,1951.7,1.33
2585,30,654.77,2017.2,1.33
2665,30,654.77,2017.2,1.2099
2665,30,782.11,1924.4,1.2099
2796,30,736.54,1860.2,1.2099
2860,30,607.84,1951.7,1.2099
2990,30,654.77,2017.2,1.2099
3057,30,581.96,2069.6,1.2099
3131,30,647.69,2159.1,1.2099
3223,30,536.47,2223.2,1.2099
3329,30,523.66,2225.1,1.2099
3340,30,516.03,2221.8,1.2099
3346,30,500.85,2200.8,1.2099
3381,30,500.85,2200.8,1.4594
3381,30,516.03,2221.8,1.4594
3398,30,523.66,2225.1,1.4594
3404,30,536.47,2223.2,1.4594
3413,30,647.69,2159.1,1.4594
3501,30,673.48,2195.2,1.4594
3531,30,756.55,2138.6,1.4594
3600,30,739.72,2115,1.4594
3620,30,921.74,1982.8,1.4594
3774,30,938.44,2006,1.4594
3794,30,756.55,2138.6,1.4594
3948,30,739.72,2115,1.4594
3968,30,654.77,2017.2,1.4594
4057,30,782.11,1924.4,1.4594
4165,30,736.54,1860.2,1.4594
4219,30,607.84,1951.7,1.4594
4327,30,654.77,2017.2,1.4594
4382,30,581.96,2069.6,1.4594
4444,30,647.69,2159.1,1.4594
4520,30,673.48,2195.2,1.4594
4550,30,756.55,2138.6,1.4594
4619,30,938.44,2006,1.4594
4773,30,1063.3,1916.5,1.4594
4878,30,1094,1889.7,1.4594
4906,30,1116.3,1910,1.4594
4927,30,1141,1919.1,1.4594
4945,30,1132.6,1938.5,1.4594
4960,30,1150,1955.7,1.4594
4976,30,1190.1,2320,1.4594
5227,30,1188.1,2345.1,1.4594
5245,30,1193.7,2336.9,1.4594
5253,30,1230.8,2331.5,1.4594
5277,30,1239.7,2325.3,1.4594
5285,30,1243.6,2317.1,1.4594
5291,30,1196.4,1879.1,1.4594
5593,30,1169.7,1844.6,1.4594
5623,30,1141,1919.1,1.4594
5677,30,1132.6,1938.5,1.4594
5692,30,1150,1955.7,1.4594
5709,30,1190.1,2320,1.4594
5960,30,1178.7,2349.3,1.4594
6008,30,1178.7,2349.3,0.83293
6008,30,1003.5,2367.8,0.83293
6218,30,1055.5,2124.5,0.83293
6517,30,1132.6,1938.5,0.83293
6759,30,1141,1919.1,0.83293
6784,30,1169.7,1844.6,0.83293
6881,30,1196.4,1879.1,0.83293
6932,30,1243.6,2317.1,0.83293
7461,30,1239.7,2325.3,0.83293
7472,30,1230.8,2331.5,0.83293
7485,30,1193.7,2336.9,0.83293
7530,30,1188.1,2345.1,0.83293
7542,30,1190.1,2320,0.83293
7572,30,1178.7,2349.3,0.83293
7610,30,1003.5,2367.8,0.83293
7822,30,978.34,2488.8,0.83293
7970,30,968.11,2501.8,0.83293
7990,30,953.63,2504.2,0.83293
8007,30,933.95,2497.8,0.83293
8032,30,919.32,2526.6,0.83293
8071,30,899.98,2548.7,0.83293
8106,30,1048.7,2624,0.83293
8306,30,1064.1,2634.8,0.83293
8329,30,1072.9,2659.1,0.83293
8360,30,1178.2,2440.9,0.83293
8651,30,1188.1,2345.1,0.83293
8766,30,1193.7,2336.9,0.83293
8778,30,1230.8,2331.5,0.83293
8823,30,1239.7,2325.3,0.83293
8836,30,1243.6,2317.1,0.83293
8847,30,1196.4,1879.1,0.83293
9376,30,1169.7,1844.6,0.83293
9429,30,1202.9,1759,0.83293
9539,30,1228.3,1730.5,0.83293
9585,30,1233.8,1748.2,0.83293
9607,30,1301.6,1826.4,0.83293
9731,30,1320.7,1843.8,0.83293
9762,30,1376.6,1867.3,0.83293
9835,30,1406.4,1876.7,0.83293
9872,30,1423.3,1875.6,0.83293
9893,30,1489.3,1827.7,0.83293
9991,30,1551.4,1783.4,0.83293
10082,30,1575.5,1779.2,0.83293
10112,30,1598.9,1785.4,0.83293
10141,30,1613.9,1782.9,0.83293
10159,30,1638.6,1771,0.83293
10192,30,1711.9,1717.1,0.83293
10301,30,1800.5,1653.8,0.83293
10432,30,1862.8,1741.9,0.83293
10561,30,1865.9,1745.7,0.83293
10567,30,1872.2,1739.5,0.83293
10578,30,1939.5,1684.8,0.83293
10682,30,1879,1597.8,0.83293
10810,30,2017.3,1497.9,0.83293
11015,30,2075.6,1455.8,0.83293
11,31,1438.5,400.65,0.53979
17,31,1437,411.28,0.53979
37,31,1314.5,392.88,0.53979
267,31,1283.3,400.02,0.53979
326,31,1249.2,296.12,0.53979
528,31,1311.3,306.84,0.53979
645,31,1443.6,328.15,0.53979
893,31,1456.6,233.98,0.53979
1069,31,1400,224.55,0.53979
1176,31,1391.2,186.79,0.53979
1247,31,1326.1,208,0.53979
1374,31,1311.3,306.84,0.53979
1559,31,1443.6,328.15,0.53979
1808,31,1456.6,233.98,0.53979
1984,31,1400,224.55,0.53979
2090,31,1391.2,186.79,0.53979
2162,31,1326.1,208,0.53979
2289,31,1318.3,174.61,0.53979
2352,31,1220,200.49,0.53979
2541,31,1249.2,296.12,0.53979
2726,31,1168.6,285.91,0.53979
2876,31,1163.3,285.02,0.53979
2887,31,1163.6,286.85,0.53979
2890,31,1151.2,308.82,0.53979
2937,31,1150.7,309.64,0.53979
2938,31,1165.5,300.04,0.53979
2971,31,1163.6,286.85,0.53979
2996,31,1163.3,285.02,0.53979
2999,31,1168.6,285.91,0.53979
3009,31,1249.2,296.12,0.53979
3160,31,1311.3,306.84,0.53979
3276,31,1326.1,208,0.53979
3462,31,1391.2,186.79,0.53979
3588,31,1400,224.55,0.53979
3660,31,1456.6,233.98,0.53979
3767,31,1443.6,328.15,0.53979
3943,31,1311.3,306.84,0.53979
4191,31,1326.1,208,0.53979
4377,31,1391.2,186.79,0.53979
4503,31,1400,224.55,0.53979
4575,31,1456.6,233.98,0.53979
4681,31,1470.2,235.14,0.53979
4706,31,1475.1,200.35,0.53979
4771,31,1444.8,71.223,0.53979
5018,31,1519.2,53.229,0.53979
5159,31,1579.6,38.266,0.53979
5274,31,1584.2,37.115,0.53979
5284,31,1614.5,92.658,0.53979
5400,31,1663.5,168.79,0.53979
5568,31,1675.3,190,0.53979
5613,31,1720.4,263.28,0.53979
5772,31,1723.8,268.44,0.53979
5784,31,1745.9,260.2,0.53979
5827,31,1763.4,268.05,0.53979
5863,31,1792.6,255.38,0.53979
5922,31,1763.4,268.05,0.53979
5981,31,1745.9,260.2,0.53979
6016,31,1723.8,268.44,0.53979
6060,31,1720.4,263.28,0.53979
6072,31,1675.3,190,0.53979
